Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,31.16327476501465,30.353839874267578,30.469472885131836,31.04764175415039,268196.0,18.94597625732422
2000-01-03,31.16327476501465,30.296022415161133,30.816373825073242,30.353839874267578,595847.0,18.522602081298828
2000-01-04,30.12257194519043,28.908418655395508,30.064754486083984,29.428770065307617,464938.0,17.958101272583008
2000-01-05,29.949121475219727,28.734968185424805,29.428770065307617,29.60222053527832,719189.0,18.06394386291504
2000-01-06,32.78214645385742,29.428770065307617,30.064754486083984,31.5679931640625,1485186.0,19.263498306274414
2000-01-07,34.22756576538086,31.16327476501465,31.625808715820312,33.76503372192383,1297092.0,20.60418701171875
2000-01-10,32.955596923828125,31.221092224121094,32.37742614746094,31.683626174926758,1052462.0,19.334062576293945
2000-01-11,32.03052520751953,30.006938934326172,31.45235824584961,30.238204956054688,1260662.0,18.452041625976562
2000-01-12,31.278907775878906,30.296022415161133,30.52729034423828,30.758556365966797,1592421.0,18.769563674926758
2000-01-13,31.45235824584961,30.52729034423828,30.585105895996094,30.52729034423828,479964.0,18.628435134887695
2000-01-14,30.816373825073242,29.83348846435547,30.52729034423828,29.949121475219727,1283688.0,18.2756290435791
2000-01-18,29.949121475219727,28.44588279724121,29.717853546142578,28.503700256347656,1050083.0,17.393596649169922
2000-01-19,29.255319595336914,28.3880672454834,29.139684677124023,28.5615177154541,880366.0,17.428882598876953
2000-01-20,28.330249786376953,27.520814895629883,28.330249786376953,27.63644790649414,648060.0,16.8643856048584
2000-01-21,28.96623420715332,26.364477157592773,28.67715072631836,26.769195556640625,998628.0,16.335168838500977
2000-01-24,28.44588279724121,27.173912048339844,28.44588279724121,27.9255313873291,1053543.0,17.040786743164062
2000-01-25,28.908418655395508,27.520814895629883,27.983348846435547,28.734968185424805,1620960.0,17.534725189208984
2000-01-26,29.19750213623047,27.63644790649414,28.214616775512695,29.139684677124023,1079595.0,17.78168487548828
2000-01-27,28.850601196289062,28.15679931640625,28.5615177154541,28.5615177154541,636925.0,17.428882598876953
2000-01-28,28.330249786376953,26.827011108398438,28.330249786376953,27.578630447387695,930957.0,16.829103469848633
2000-01-31,27.809898376464844,27.23172950744629,27.809898376464844,27.405179977416992,755187.0,16.723255157470703
2000-02-01,28.5615177154541,27.289546966552734,27.405179977416992,28.330249786376953,717352.0,17.287757873535156
2000-02-02,28.503700256347656,27.809898376464844,28.330249786376953,28.098981857299805,847072.0,17.14662742614746
2000-02-03,28.734968185424805,28.098981857299805,28.098981857299805,28.44588279724121,583848.0,17.358314514160156
2000-02-04,28.67715072631836,28.272432327270508,28.67715072631836,28.5615177154541,475424.0,17.428882598876953
2000-02-07,28.67715072631836,28.214616775512695,28.5615177154541,28.503700256347656,542338.0,17.393596649169922
2000-02-08,28.5615177154541,27.809898376464844,28.098981857299805,27.9255313873291,472181.0,17.040786743164062
2000-02-09,27.7520809173584,26.48011016845703,27.578630447387695,26.48011016845703,878204.0,16.158761978149414
2000-02-10,26.769195556640625,25.497224807739258,26.769195556640625,25.959758758544922,876475.0,15.841227531433105
2000-02-11,26.248844146728516,24.514339447021484,25.959758758544922,24.919055938720703,720270.0,15.206167221069336
2000-02-14,26.537927627563477,25.208141326904297,25.439407348632812,26.537927627563477,628710.0,16.194040298461914
2000-02-15,27.462997436523438,26.017576217651367,26.769195556640625,26.827011108398438,665247.0,16.370445251464844
2000-02-16,27.058279037475586,25.844125747680664,26.769195556640625,25.90194320678711,544500.0,15.805953979492188
2000-02-17,26.769195556640625,25.439407348632812,26.248844146728516,26.364477157592773,433481.0,16.088197708129883
2000-02-18,26.19102668762207,24.572154998779297,26.133209228515625,25.034690856933594,487639.0,15.276726722717285
2000-02-22,26.19102668762207,24.572154998779297,24.572154998779297,25.728492736816406,824263.0,15.700104713439941
2000-02-23,25.959758758544922,25.092506408691406,25.90194320678711,25.15032386779785,512502.0,15.347294807434082
2000-02-24,25.323774337768555,24.109621047973633,25.15032386779785,24.398704528808594,1063164.0,14.888632774353027
2000-02-25,24.74560546875,24.051803588867188,24.629972457885742,24.167438507080078,1118186.0,14.747512817382812
2000-02-28,24.86124038696289,23.993986129760742,24.398704528808594,24.167438507080078,520285.0,14.747512817382812
2000-02-29,24.45652198791504,23.70490264892578,23.993986129760742,23.820537567138672,1049651.0,14.5358304977417
2000-03-01,24.167438507080078,23.41581916809082,23.820537567138672,23.993986129760742,2037901.0,14.641667366027832
2000-03-02,24.051803588867188,23.531452178955078,23.993986129760742,23.589269638061523,1232016.0,14.394712448120117
2000-03-03,24.86124038696289,23.589269638061523,23.589269638061523,24.34088706970215,2816870.0,14.853361129760742
2000-03-06,24.109621047973633,23.01110076904297,24.109621047973633,23.41581916809082,998520.0,14.288859367370605
2000-03-07,23.30018424987793,22.028215408325195,23.184551239013672,22.3751163482666,1115052.0,13.653797149658203
2000-03-08,23.12673568725586,21.276596069335938,22.143848419189453,22.953283309936523,1725600.0,14.006609916687012
2000-03-09,24.109621047973633,22.143848419189453,22.3751163482666,22.953283309936523,790752.0,14.006609916687012
2000-03-10,23.820537567138672,22.548566818237305,23.358001708984375,23.068918228149414,545365.0,14.077173233032227
2000-03-13,23.068918228149414,21.97039794921875,22.77983283996582,22.837650299072266,1041003.0,13.936040878295898
2000-03-14,23.30018424987793,22.25948143005371,22.837650299072266,23.01110076904297,1068136.0,14.041894912719727
2000-03-15,25.78630828857422,22.89546775817871,23.068918228149414,25.323774337768555,2318313.0,15.453144073486328
2000-03-16,28.041166305541992,25.555042266845703,25.555042266845703,27.462997436523438,1590367.0,16.758543014526367
2000-03-17,27.462997436523438,25.034690856933594,27.405179977416992,25.497224807739258,996682.0,15.558979988098145
2000-03-20,26.653562545776367,25.555042266845703,25.555042266845703,25.90194320678711,860368.0,15.805953979492188
2000-03-21,26.42229461669922,25.323774337768555,25.67067527770996,26.364477157592773,867178.0,16.088197708129883
2000-03-22,25.728492736816406,24.167438507080078,25.67067527770996,25.034690856933594,895284.0,15.276726722717285
2000-03-23,26.71137809753418,25.439407348632812,25.555042266845703,26.19102668762207,904257.0,15.982349395751953
2000-03-24,26.942646026611328,25.67067527770996,25.67067527770996,26.769195556640625,1072352.0,16.335168838500977
2000-03-27,26.42229461669922,25.78630828857422,26.364477157592773,25.844125747680664,631088.0,15.770670890808105
2000-03-28,26.827011108398438,25.78630828857422,25.78630828857422,25.959758758544922,703082.0,15.841227531433105
2000-03-29,26.595745086669922,25.497224807739258,25.844125747680664,26.306659698486328,883177.0,16.05291175842285
2000-03-30,27.11609649658203,25.90194320678711,26.364477157592773,26.595745086669922,1030734.0,16.332700729370117
2000-03-31,27.7520809173584,26.306659698486328,26.71137809753418,26.306659698486328,1029112.0,16.15517234802246
2000-04-03,28.214616775512695,26.537927627563477,26.537927627563477,27.86771583557129,876367.0,17.113828659057617
2000-04-04,28.330249786376953,26.827011108398438,28.214616775512695,27.520814895629883,910526.0,16.900793075561523
2000-04-05,28.67715072631836,27.23172950744629,27.578630447387695,27.462997436523438,850207.0,16.86528968811035
2000-04-06,28.15679931640625,26.942646026611328,27.34736442565918,27.34736442565918,502125.0,16.794275283813477
2000-04-07,27.462997436523438,26.827011108398438,27.23172950744629,27.058279037475586,479964.0,16.616744995117188
2000-04-10,27.9255313873291,26.827011108398438,27.11609649658203,27.23172950744629,388620.0,16.7232666015625
2000-04-11,28.96623420715332,27.23172950744629,27.23172950744629,28.619333267211914,809669.0,17.575414657592773
2000-04-12,30.12257194519043,28.908418655395508,29.024051666259766,29.313135147094727,1170615.0,18.001483917236328
2000-04-13,29.544403076171875,27.809898376464844,29.024051666259766,27.809898376464844,694218.0,17.07832908630371
2000-04-14,28.15679931640625,26.595745086669922,27.809898376464844,26.769195556640625,879285.0,16.439218521118164
2000-04-17,27.7520809173584,26.769195556640625,26.884828567504883,27.63644790649414,1105323.0,16.9718074798584
2000-04-18,27.63644790649414,26.248844146728516,27.63644790649414,27.173912048339844,843180.0,16.687767028808594
2000-04-19,27.520814895629883,25.497224807739258,27.23172950744629,25.78630828857422,823506.0,15.835620880126953
2000-04-20,28.098981857299805,25.728492736816406,25.728492736816406,27.63644790649414,1044570.0,16.9718074798584
2000-04-24,30.006938934326172,26.827011108398438,26.827011108398438,29.19750213623047,1282066.0,17.930465698242188
2000-04-25,30.52729034423828,28.792783737182617,29.60222053527832,30.296022415161133,1417083.0,18.605072021484375
2000-04-26,30.064754486083984,28.272432327270508,28.67715072631836,28.503700256347656,1107052.0,17.504396438598633
2000-04-27,29.313135147094727,27.809898376464844,28.15679931640625,28.44588279724121,625683.0,17.468881607055664
2000-04-28,29.024051666259766,27.7520809173584,27.7520809173584,28.734968185424805,753457.0,17.646425247192383
2000-05-01,29.660036087036133,28.041166305541992,28.503700256347656,29.19750213623047,657248.0,17.930465698242188
2000-05-02,29.83348846435547,28.850601196289062,28.96623420715332,29.660036087036133,1203802.0,18.21451187133789
2000-05-03,29.255319595336914,28.214616775512695,29.255319595336914,28.272432327270508,533257.0,17.36237335205078
2000-05-04,29.544403076171875,28.619333267211914,29.08186912536621,28.67715072631836,509475.0,17.610916137695312
2000-05-05,29.428770065307617,28.214616775512695,28.214616775512695,29.024051666259766,460722.0,17.823944091796875
2000-05-08,29.139684677124023,28.619333267211914,28.908418655395508,28.908418655395508,653032.0,17.75293731689453
2000-05-09,28.792783737182617,28.041166305541992,28.67715072631836,28.041166305541992,1648957.0,17.220352172851562
2000-05-10,29.370952606201172,28.15679931640625,28.15679931640625,28.850601196289062,1003600.0,17.717430114746094
2000-05-11,32.37742614746094,30.41165542602539,30.52729034423828,32.14616012573242,2952211.0,19.74126625061035
2000-05-12,33.30249786376953,30.700740814208984,30.989824295043945,33.071231842041016,1645498.0,20.309364318847656
2000-05-15,33.01341247558594,31.625808715820312,31.914894104003906,32.2039794921875,830424.0,19.776771545410156
2000-05-16,32.839962005615234,31.16327476501465,32.839962005615234,31.510175704956055,562769.0,19.350711822509766
2000-05-17,32.435245513916016,31.33672523498535,31.510175704956055,31.683626174926758,907283.0,19.457225799560547
2000-05-18,32.60869598388672,31.683626174926758,31.683626174926758,32.34851837158203,540392.0,19.86553192138672
2000-05-19,33.591583251953125,32.08834457397461,32.14616012573242,33.30249786376953,808804.0,20.451385498046875
2000-05-22,34.45883560180664,33.475948333740234,33.53376388549805,33.85175704956055,894744.0,20.788681030273438
2000-05-23,36.13552474975586,33.591583251953125,33.88066482543945,35.730804443359375,1397733.0,21.942636489868164
2000-05-24,35.90425491333008,33.93848419189453,35.846439361572266,34.51665115356445,1209747.0,21.197006225585938
2000-05-25,34.574466705322266,32.37742614746094,34.22756576538086,32.89778137207031,953983.0,20.20284080505371
2000-05-26,32.49306106567383,30.52729034423828,32.37742614746094,31.85707664489746,789130.0,19.56373405456543
2000-05-30,32.2039794921875,30.874191284179688,31.914894104003906,32.03052520751953,566876.0,19.670259475708008
2000-05-31,32.955596923828125,32.03052520751953,32.49306106567383,32.03052520751953,577903.0,19.670259475708008
2000-06-01,33.70721435546875,31.510175704956055,32.03052520751953,33.591583251953125,563201.0,20.628915786743164
2000-06-02,34.97918701171875,33.30249786376953,33.591583251953125,33.70721435546875,769132.0,20.699928283691406
2000-06-05,33.93848419189453,33.24468231201172,33.76503372192383,33.30249786376953,433373.0,20.451385498046875
2000-06-06,33.30249786376953,32.26179504394531,32.839962005615234,32.550880432128906,517799.0,19.98980712890625
2000-06-07,32.60869598388672,31.799259185791016,32.14616012573242,31.914894104003906,563417.0,19.599245071411133
2000-06-08,31.799259185791016,30.874191284179688,31.799259185791016,31.221092224121094,789130.0,19.17317008972168
2000-06-09,31.625808715820312,30.9320068359375,31.33672523498535,31.221092224121094,731188.0,19.17317008972168
2000-06-12,33.12904739379883,31.04764175415039,32.03052520751953,31.16327476501465,718433.0,19.137666702270508
2000-06-13,32.03052520751953,31.105457305908203,31.914894104003906,31.16327476501465,704488.0,19.137666702270508
2000-06-14,32.37742614746094,31.04764175415039,31.04764175415039,31.85707664489746,554661.0,19.56373405456543
2000-06-15,32.839962005615234,31.45235824584961,32.72433090209961,32.2039794921875,1170831.0,19.776771545410156
2000-06-16,32.2039794921875,31.04764175415039,31.683626174926758,32.14616012573242,748593.0,19.74126625061035
2000-06-19,32.37742614746094,31.278907775878906,32.08834457397461,31.5679931640625,908256.0,19.386201858520508
2000-06-20,31.45235824584961,28.792783737182617,31.33672523498535,29.83348846435547,1711547.0,18.321029663085938
2000-06-21,29.48658561706543,28.330249786376953,29.48658561706543,28.908418655395508,926741.0,17.75293731689453
2000-06-22,29.370952606201172,28.3880672454834,28.96623420715332,29.08186912536621,752484.0,17.859458923339844
2000-06-23,29.775671005249023,28.619333267211914,29.19750213623047,28.67715072631836,573146.0,17.610916137695312
2000-06-26,29.48658561706543,28.330249786376953,29.255319595336914,28.792783737182617,1397409.0,17.681928634643555
2000-06-27,31.33672523498535,28.908418655395508,29.024051666259766,30.700740814208984,608171.0,18.853626251220703
2000-06-28,31.5679931640625,29.370952606201172,30.180389404296875,30.787464141845703,599739.0,18.906875610351562
2000-06-29,30.816373825073242,28.850601196289062,29.83348846435547,30.238204956054688,560066.0,18.676197052001953
2000-06-30,30.006938934326172,28.330249786376953,29.660036087036133,28.503700256347656,1119051.0,17.604902267456055
2000-07-03,28.96623420715332,28.3880672454834,28.5615177154541,28.792783737182617,921661.0,17.783449172973633
2000-07-05,29.313135147094727,28.67715072631836,29.255319595336914,29.08186912536621,878421.0,17.96200180053711
2000-07-06,29.313135147094727,28.214616775512695,29.313135147094727,28.5615177154541,938416.0,17.64061737060547
2000-07-07,28.792783737182617,27.7520809173584,28.67715072631836,27.983348846435547,612387.0,17.28351402282715
2000-07-10,28.503700256347656,27.289546966552734,27.7520809173584,27.694265365600586,1004465.0,17.104970932006836
2000-07-11,28.214616775512695,27.058279037475586,27.462997436523438,28.214616775512695,1487240.0,17.42635726928711
2000-07-12,28.098981857299805,27.462997436523438,27.983348846435547,27.86771583557129,960360.0,17.21209144592285
2000-07-13,28.734968185424805,28.041166305541992,28.214616775512695,28.5615177154541,1064569.0,17.64061737060547
2000-07-14,29.139684677124023,28.041166305541992,28.330249786376953,29.08186912536621,2501002.0,17.96200180053711
2000-07-17,29.775671005249023,28.330249786376953,29.60222053527832,28.503700256347656,959279.0,17.604902267456055
2000-07-18,28.67715072631836,27.983348846435547,28.44588279724121,28.098981857299805,526771.0,17.354934692382812
2000-07-19,28.44588279724121,27.462997436523438,28.041166305541992,27.694265365600586,545256.0,17.104970932006836
2000-07-20,29.139684677124023,28.041166305541992,28.67715072631836,28.15679931640625,1660308.0,17.390642166137695
2000-07-21,30.180389404296875,28.330249786376953,28.44588279724121,29.08186912536621,1731005.0,17.96200180053711
2000-07-24,29.949121475219727,28.96623420715332,29.949121475219727,29.60222053527832,938416.0,18.283390045166016
2000-07-25,30.9320068359375,29.544403076171875,29.775671005249023,30.180389404296875,1257852.0,18.640480041503906
2000-07-26,30.874191284179688,30.006938934326172,30.52729034423828,30.180389404296875,1106295.0,18.640480041503906
2000-07-27,31.45235824584961,29.949121475219727,29.949121475219727,30.469472885131836,1150725.0,18.81903648376465
2000-07-28,31.105457305908203,30.12257194519043,30.296022415161133,30.52729034423828,673571.0,18.854738235473633
2000-07-31,31.394542694091797,30.585105895996094,30.585105895996094,30.874191284179688,540824.0,19.069000244140625
